ID|DateObs|TimeObs|Filename|Object|RA_hhmmss|DEC_ddmmss|RA_deg|DEC_deg|RA_pix|Dec_pix|FilterName|JD|ExpTime_sec|Zmag|FWHM|Altitude|Airmass
1|2020-09-01|12:11:06|3C345-20200901@121105-R_Astrodon_2018_calib.fits|3C345|16 42 58.80|+39 48 37.0|250.7450|39.8103|1027.1378|1025.6047|R_Astrodon_2018|2459094.0077083334|180.0|20.4745|2.4675|57.0318|1.1972
2|2020-09-01|12:14:21|3C345-20200901@121420-R_Astrodon_2018_calib.fits|3C345|16 42 58.80|+39 48 37.0|250.7450|39.8103|1027.3867|1026.4714|R_Astrodon_2018|2459094.0099652777|180.0|20.4825|2.5068|56.4400|1.2055
3|2020-09-01|12:26:16|3C371-20200901@122611-R_Astrodon_2018_calib.fits|3C371|18 06 50.70|+69 49 28.0|271.7112|69.8244|1037.5315|1085.6505|R_Astrodon_2018|2459094.0182407405|180.0|20.7446|2.3866|42.5769|1.4790
4|2020-09-01|19:21:10|3C454-3-20200901@192110-R_Astrodon_2018_calib.fits|3C454-3|22 53 57.70|+16 08 54.0|343.4904|16.1483|1031.4958|999.1239|R_Astrodon_2018|2459094.306365741|180.0|20.5953|2.6101|43.4538|1.4642
5|2020-09-01|19:24:25|3C454-3-20200901@192424-R_Astrodon_2018_calib.fits|3C454-3|22 53 57.70|+16 08 54.0|343.4904|16.1483|1032.7973|1001.3915|R_Astrodon_2018|2459094.3086226853|180.0|20.6049|2.4810|42.7065|1.4851
6|2020-09-01|20:03:41|3C66A-20200901@200336-R_Astrodon_2018_calib.fits|3C66A|02 22 39.60|+43 02 08.0|35.6650|43.0356|1077.0681|1019.5039|R_Astrodon_2018|2459094.3358912035|180.0|21.6071|2.1331|69.4560|1.0691
7|2020-09-01|20:06:56|3C66A-20200901@200656-R_Astrodon_2018_calib.fits|3C66A|02 22 39.60|+43 02 08.0|35.6650|43.0356|1077.2729|1018.5795|R_Astrodon_2018|2459094.3381481483|180.0|21.5788|1.9686|69.2409|1.0707
8|2020-09-01|11:57:34|4C38-41-20200901@115733-R_Astrodon_2018_calib.fits|4C38-41|16 35 15.50|+38 08 04.0|248.8146|38.1344|1025.4499|1018.8514|R_Astrodon_2018|2459093.998310185|180.0|20.7309|2.6377|58.6504|1.1759
9|2020-09-01|12:00:48|4C38-41-20200901@120047-R_Astrodon_2018_calib.fits|4C38-41|16 35 15.50|+38 08 04.0|248.8146|38.1344|1025.7345|1020.5885|R_Astrodon_2018|2459094.0005555553|180.0|20.7696|2.4968|58.0440|1.1839
10|2020-09-01|12:18:45|4C51-37-20200901@121840-R_Astrodon_2018_calib.fits|4C51-37|17 40 37.00|+52 11 43.0|265.1542|52.1953|1032.9278|1031.9982|R_Astrodon_2018|2459094.0130208335|180.0|21.0115|2.5999|56.8962|1.1966
11|2020-09-01|12:22:00|4C51-37-20200901@122159-R_Astrodon_2018_calib.fits|4C51-37|17 40 37.00|+52 11 43.0|265.1542|52.1953|1033.1344|1032.5640|R_Astrodon_2018|2459094.015277778|180.0|20.9507|2.7086|56.5841|1.2010
12|2020-09-01|20:27:47|4C71-07-20200901@202742-R_Astrodon_2018_calib.fits|4C71-07|08 41 24.30|+70 53 42.0|130.3512|70.8950|995.1203|1132.9777|R_Astrodon_2018|2459094.3526273146|180.0|21.2344|2.4809|25.0182|2.3443
13|2020-09-01|19:55:30|AO0235+16-20200901@195526-R_Astrodon_2018_calib.fits|AO0235+16|02 38 38.90|+16 36 59.0|39.6621|16.6164|1022.1829|1023.2035|R_Astrodon_2018|2459094.330208333|180.0|21.7122|1.9978|82.9999|1.0075
14|2020-09-01|19:58:45|AO0235+16-20200901@195844-R_Astrodon_2018_calib.fits|AO0235+16|02 38 38.90|+16 36 59.0|39.6621|16.6164|1023.0219|1021.8010|R_Astrodon_2018|2459094.332465278|180.0|21.7134|2.0506|82.8046|1.0081
15|2020-09-01|19:28:44|BL-Lacertae-20200901@192840-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1074.6099|1050.0910|R_Astrodon_2018|2459094.3116203705|180.0|21.3003|2.7598|34.5827|1.7759
16|2020-09-01|19:31:59|BL-Lacertae-20200901@193159-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1074.7293|1051.8022|R_Astrodon_2018|2459094.313877315|180.0|21.3284|2.8189|33.9801|1.8039
17|2020-09-01|19:14:22|CTA102-20200901@191417-R_Astrodon_2018_calib.fits|CTA102|22 32 36.40|+11 43 51.0|338.1517|11.7308|958.0202|980.6162|R_Astrodon_2018|2459094.3016435187|180.0|20.7664|3.3020|38.6767|1.6129
18|2020-09-01|19:17:36|CTA102-20200901@191736-R_Astrodon_2018_calib.fits|CTA102|22 32 36.40|+11 43 51.0|338.1517|11.7308|959.9201|982.8207|R_Astrodon_2018|2459094.303888889|180.0|20.8154|3.1290|37.9346|1.6401
19|2020-09-01|11:50:45|DA406-20200901@115040-R_Astrodon_2018_calib.fits|DA406|16 13 41.00|+34 12 48.0|243.4208|34.2133|1091.4934|914.0511|R_Astrodon_2018|2459093.993576389|180.0|20.7710|2.9502|56.6861|1.2029
20|2020-09-01|11:54:00|DA406-20200901@115359-R_Astrodon_2018_calib.fits|DA406|16 13 41.00|+34 12 48.0|243.4208|34.2133|1091.5542|915.5734|R_Astrodon_2018|2459093.995833333|180.0|20.7578|2.9265|56.0203|1.2125
21|2020-09-01|19:36:19|ES2344+514-20200901@193614-R_Astrodon_2018_calib.fits|ES2344+514|23 47 04.00|+51 42 18.0|356.7667|51.7050|1026.3879|966.8732|R_Astrodon_2018|2459094.316886574|180.0|21.6424|2.4583|48.6322|1.3385
22|2020-09-01|19:39:35|ES2344+514-20200901@193934-R_Astrodon_2018_calib.fits|ES2344+514|23 47 04.00|+51 42 18.0|356.7667|51.7050|1026.9870|968.3788|R_Astrodon_2018|2459094.319155093|180.0|21.6448|2.4582|48.1812|1.3480
23|2020-09-01|11:43:01|KS1510-08-20200901@114256-R_Astrodon_2018_calib.fits|KS1510-08|15 12 50.50|-09 06 00.0|228.2104|-9.1000|930.7791|1033.7265|R_Astrodon_2018|2459093.9882060187|180.0|19.9762|3.5745|31.6696|1.9229
