
python check_exposure_pixel.py 202107

 ---------------------------
 All Targets 
 ---------------------------
202107
find ./202107 |grep 'fts' 
...check exposure time and pixel size of all files...
2075
./202107/slt20210713/bias-dark/Dark-20210713@213756-020S.fts 	 2048x2048 	 1x1 	 20S 	 
./202107/slt20210713/bias-dark/Dark-20210713@220300-060S.fts 	 2048x2048 	 1x1 	 60S 	 
./202107/slt20210713/bias-dark/Dark-20210713@213627-015S.fts 	 2048x2048 	 1x1 	 15S 	 
./202107/slt20210713/bias-dark/Dark-20210714@015402-300S.fts 	 2048x2048 	 1x1 	 300S 	 
./202107/slt20210713/bias-dark/Dark-20210713@230913-180S.fts 	 2048x2048 	 1x1 	 180S 	 
./202107/slt20210713/bias-dark/Bias-20210713@203542-000S.fts 	 1024x1024 	 2x2 	 0S 	 
./202107/slt20210713/bias-dark/Dark-20210713@220728-080S.fts 	 2048x2048 	 1x1 	 80S 	 
./202107/slt20210713/bias-dark/Dark-20210713@213111-010S.fts 	 2048x2048 	 1x1 	 10S 	 
./202107/slt20210713/bias-dark/Dark-20210713@232140-180S.fts 	 2048x2048 	 1x1 	 180S 	 
./202107/slt20210713/bias-dark/Dark-20210713@215139-040S.fts 	 2048x2048 	 1x1 	 40S 	 
./202107/slt20210713/bias-dark/Dark-20210713@212859-005S.fts 	 2048x2048 	 1x1 	 5S 	 
./202107/slt20210713/bias-dark/Dark-20210713@224819-150S.fts 	 2048x2048 	 1x1 	 150S 	 
./202107/slt20210713/bias-dark/Bias-20210713@203610-000S.fts 	 1024x1024 	 2x2 	 0S 	 
./202107/slt20210713/bias-dark/Dark-20210713@215833-060S.fts 	 2048x2048 	 1x1 	 60S 	 
./202107/slt20210713/bias-dark/Dark-20210713@214754-030S.fts 	 2048x2048 	 1x1 	 30S 	 
./202107/slt20210713/bias-dark/Dark-20210713@221148-080S.fts 	 2048x2048 	 1x1 	 80S 	 
./202107/slt20210713/bias-dark/Dark-20210713@213145-010S.fts 	 2048x2048 	 1x1 	 10S 	 
./202107/slt20210713/bias-dark/Dark-20210713@213438-015S.fts 	 2048x2048 	 1x1 	 15S 	 
./202107/slt20210713/bias-dark/Dark-20210713@225846-150S.fts 	 2048x2048 	 1x1 	 150S 	 
./202107/slt20210713/bias-dark/Dark-20210714@003257-240S.fts 	 2048x2048 	 1x1 	 240S 	 
./202107/slt20210713/bias-dark/Dark-20210713@215620-060S.fts 	 2048x2048 	 1x1 	 60S 	 
./202107/slt20210713/bias-dark/Dark-20210714@021935-300S.fts 	 2048x2048 	 1x1 	 300S 	 
./202107/slt20210713/bias-dark/Dark-20210713@214103-020S.fts 	 2048x2048 	 1x1 	 20S 	 
./202107/slt20210713/bias-dark/Dark-20210713@223437-120S.fts 	 2048x2048 	 1x1 	 120S 	 
./202107/slt20210713/bias-dark/Dark-20210713@221608-080S.fts 	 2048x2048 	 1x1 	 80S 	 
./202107/slt20210713/bias-dark/Dark-20210713@210637-300S.fts 	 1024x1024 	 2x2 	 300S 	 
./202107/slt20210713/bias-dark/Dark-20210713@222609-120S.fts 	 2048x2048 	 1x1 	 120S 	 
./202107/slt20210713/bias-dark/Dark-20210713@224057-120S.fts 	 2048x2048 	 1x1 	 120S 	 
./202107/slt20210713/bias-dark/Dark-20210713@222156-120S.fts 	 2048x2048 	 1x1 	 120S 	 
./202107/slt20210713/bias-dark/Bias-20210713@213409-000S.fts 	 2048x2048 	 1x1 	 0S 	 
./202107/slt20210713/bias-dark/Dark-20210713@223850-120S.fts 	 2048x2048 	 1x1 	 120S 	 
