
python check_exposure_pixel.py 202106

 ---------------------------
 All Targets 
 ---------------------------
202106
find ./202106 |grep 'fts' 
...check exposure time and pixel size of all files...
1753
./202106/slt20210612/bias-dark/Dark-20210612@224016-060S.fts 	 2048x2048 	 1x1 	 60S 	 
./202106/slt20210612/bias-dark/Dark-20210613@004723-210S.fts 	 2048x2048 	 1x1 	 210S 	 
./202106/slt20210612/bias-dark/Dark-20210612@205006-300S.fts 	 1024x1024 	 2x2 	 300S 	 
./202106/slt20210612/bias-dark/Dark-20210613@004010-210S.fts 	 2048x2048 	 1x1 	 210S 	 
./202106/slt20210612/bias-dark/Dark-20210612@223715-040S.fts 	 2048x2048 	 1x1 	 40S 	 
./202106/slt20210612/bias-dark/Dark-20210612@212030-300S.fts 	 1024x1024 	 2x2 	 300S 	 
./202106/slt20210612/bias-dark/Dark-20210612@230340-120S.fts 	 2048x2048 	 1x1 	 120S 	 
./202106/slt20210612/bias-dark/Dark-20210612@212718-100S.fts 	 1024x1024 	 2x2 	 100S 	 
./202106/slt20210612/bias-dark/Dark-20210612@222444-030S.fts 	 2048x2048 	 1x1 	 30S 	 
./202106/slt20210612/bias-dark/Bias-20210612@221551-000S.fts 	 2048x2048 	 1x1 	 0S 	 
./202106/slt20210612/bias-dark/Dark-20210612@220918-002S.fts 	 2048x2048 	 1x1 	 2S 	 
./202106/slt20210612/bias-dark/Dark-20210612@214252-150S.fts 	 1024x1024 	 2x2 	 150S 	 
./202106/slt20210612/bias-dark/Dark-20210613@024053-300S.fts 	 2048x2048 	 1x1 	 300S 	 
./202106/slt20210612/bias-dark/Dark-20210612@231208-120S.fts 	 2048x2048 	 1x1 	 120S 	 
./202106/slt20210612/bias-dark/Dark-20210612@225752-080S.fts 	 2048x2048 	 1x1 	 80S 	 
./202106/slt20210612/bias-dark/Dark-20210612@203455-300S.fts 	 1024x1024 	 2x2 	 300S 	 
./202106/slt20210612/bias-dark/Dark-20210612@222824-030S.fts 	 2048x2048 	 1x1 	 30S 	 
./202106/slt20210612/bias-dark/Dark-20210612@220851-002S.fts 	 2048x2048 	 1x1 	 2S 	 
./202106/slt20210612/bias-dark/Dark-20210612@230754-120S.fts 	 2048x2048 	 1x1 	 120S 	 
./202106/slt20210612/bias-dark/Dark-20210613@002919-210S.fts 	 2048x2048 	 1x1 	 210S 	 
./202106/slt20210612/bias-dark/Dark-20210613@013516-240S.fts 	 2048x2048 	 1x1 	 240S 	 
./202106/slt20210612/bias-dark/Dark-20210613@003633-210S.fts 	 2048x2048 	 1x1 	 210S 	 
./202106/slt20210612/bias-dark/Dark-20210612@224803-060S.fts 	 2048x2048 	 1x1 	 60S 	 
./202106/slt20210612/bias-dark/Bias-20210612@203432-000S.fts 	 1024x1024 	 2x2 	 0S 	 
./202106/slt20210612/bias-dark/Dark-20210612@223321-040S.fts 	 2048x2048 	 1x1 	 40S 	 
./202106/slt20210612/bias-dark/Dark-20210612@221749-015S.fts 	 2048x2048 	 1x1 	 15S 	 
./202106/slt20210612/bias-dark/Dark-20210612@220935-002S.fts 	 2048x2048 	 1x1 	 2S 	 
./202106/slt20210612/bias-dark/Dark-20210612@234819-150S.fts 	 2048x2048 	 1x1 	 150S 	 
./202106/slt20210612/bias-dark/Dark-20210612@233752-150S.fts 	 2048x2048 	 1x1 	 150S 	 
./202106/slt20210612/bias-dark/Dark-20210612@221400-010S.fts 	 2048x2048 	 1x1 	 10S 	 
./202106/slt20210612/bias-dark/Dark-20210612@223628-040S.fts 	 2048x2048 	 1x1 	 40S 	 
./202106/slt20210612/bias-dark/Dark-20210612@224656-060S.fts 	 2048x2048 	 1x1 	 60S 	 
./202106/slt20210612/bias-dark/Dark-20210612@222313-020S.fts 	 2048x2048 	 1x1 	 20S 	 
./202106/slt20210612/bias-dark/Dark-20210613@001552-180S.fts 	 2048x2048 	 1x1 	 180S 	 
./202106/slt20210612/bias-dark/Dark-20210613@011443-240S.fts 	 2048x2048 	 1x1 	 240S 	 
./202106/slt20210612/bias-dark/Dark-20210612@235057-180S.fts 	 2048x2048 	 1x1 	 180S 	 
./202106/slt20210612/bias-dark/Dark-20210612@222220-020S.fts 	 2048x2048 	 1x1 	 20S 	 
./202106/slt20210612/bias-dark/Dark-20210612@221149-005S.fts 	 2048x2048 	 1x1 	 5S 	 
./202106/slt20210612/bias-dark/Dark-20210612@220944-002S.fts 	 2048x2048 	 1x1 	 2S 	 
./202106/slt20210612/bias-dark/Dark-20210612@221327-010S.fts 	 2048x2048 	 1x1 	 10S 	 
./202106/slt20210612/bias-dark/Dark-20210612@225205-080S.fts 	 2048x2048 	 1x1 	 80S 	 
./202106/slt20210612/bias-dark/Dark-20210612@234305-150S.fts 	 2048x2048 	 1x1 	 150S 	 
