ID|DateObs|TimeObs|Filename|Object|RA_hhmmss|DEC_ddmmss|RA_deg|DEC_deg|RA_pix|Dec_pix|FilterName|JD|ExpTime_sec|Zmag|FWHM|Altitude|Airmass
1|2020-10-01|16:29:03|3C454-3-20201001@162902-R_Astrodon_2018_calib.fits|3C454-3|22 53 57.70|+16 08 54.0|343.4904|16.1483|939.2567|1126.3814|R_Astrodon_2018|2459124.1868402776|180.0|20.7743|2.3279|55.8900|1.2135
2|2020-10-01|17:48:02|3C454-3-20201001@174801-R_Astrodon_2018_calib.fits|3C454-3|22 53 57.70|+16 08 54.0|343.4904|16.1483|131.4680|1229.2292|R_Astrodon_2018|2459124.2416898147|180.0|20.7494|2.5805|37.7486|1.6467
3|2020-10-01|17:01:33|3C66A-20201001@170128-R_Astrodon_2018_calib.fits|3C66A|02 22 39.60|+43 02 08.0|35.6650|43.0356|1005.7275|1101.4834|R_Astrodon_2018|2459124.209409722|180.0|21.6965|2.4311|69.2055|1.0692
4|2020-10-01|19:42:01|3C66A-20201001@194156-R_Astrodon_2018_calib.fits|3C66A|02 22 39.60|+43 02 08.0|35.6650|43.0356|1019.1766|1025.8100|R_Astrodon_2018|2459124.3208449073|180.0|21.6799|2.2647|57.3686|1.1891
5|2020-10-01|19:45:16|3C66A-20201001@194515-R_Astrodon_2018_calib.fits|3C66A|02 22 39.60|+43 02 08.0|35.6650|43.0356|1020.0668|1026.5191|R_Astrodon_2018|2459124.3231018516|180.0|21.6711|2.2317|56.8339|1.1964
6|2020-10-01|16:53:12|AO0235+16-20201001@165307-R_Astrodon_2018_calib.fits|AO0235+16|02 38 38.90|+16 36 59.0|39.6621|16.6164|1022.3865|1024.8417|R_Astrodon_2018|2459124.2036111113|180.0|21.7438|2.5007|74.6772|1.0345
7|2020-10-01|16:56:26|AO0235+16-20201001@165626-R_Astrodon_2018_calib.fits|AO0235+16|02 38 38.90|+16 36 59.0|39.6621|16.6164|1022.0746|1026.6176|R_Astrodon_2018|2459124.2058564816|180.0|21.7538|2.1771|75.3531|1.0313
8|2020-10-01|18:12:32|AO0235+16-20201001@181228-R_Astrodon_2018_calib.fits|AO0235+16|02 38 38.90|+16 36 59.0|39.6621|16.6164|1020.7281|1022.1616|R_Astrodon_2018|2459124.2587037035|180.0|21.7813|2.1091|81.5424|1.0121
9|2020-10-01|18:15:47|AO0235+16-20201001@181547-R_Astrodon_2018_calib.fits|AO0235+16|02 38 38.90|+16 36 59.0|39.6621|16.6164|1021.4836|1021.6159|R_Astrodon_2018|2459124.2609606483|180.0|21.7593|2.1994|81.0727|1.0135
10|2020-10-01|16:36:50|BL-Lacertae-20201001@163646-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1022.6139|1023.3053|R_Astrodon_2018|2459124.1922453702|180.0|21.4873|2.4608|44.5619|1.4350
11|2020-10-01|16:40:05|BL-Lacertae-20201001@164005-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1022.7079|1025.1410|R_Astrodon_2018|2459124.194502315|180.0|21.4843|2.4897|43.9646|1.4506
12|2020-10-01|17:56:09|BL-Lacertae-20201001@175604-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1022.2757|1027.1925|R_Astrodon_2018|2459124.247326389|180.0|21.4363|2.7331|29.8871|2.0271
13|2020-10-01|17:59:24|BL-Lacertae-20201001@175923-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1022.6485|1028.6069|R_Astrodon_2018|2459124.2495833333|180.0|21.4368|2.7446|29.2875|2.0653
14|2020-10-01|16:22:14|CTA102-20201001@162209-R_Astrodon_2018_calib.fits|CTA102|22 32 36.40|+11 43 51.0|338.1517|11.7308|930.7059|1168.8926|R_Astrodon_2018|2459124.1821064814|180.0|21.0911|2.6925|51.0357|1.2930
15|2020-10-01|16:25:29|CTA102-20201001@162529-R_Astrodon_2018_calib.fits|CTA102|22 32 36.40|+11 43 51.0|338.1517|11.7308|932.4465|1170.7811|R_Astrodon_2018|2459124.1843634257|180.0|21.1041|2.6049|50.3006|1.3069
16|2020-10-01|17:41:12|CTA102-20201001@174107-R_Astrodon_2018_calib.fits|CTA102|22 32 36.40|+11 43 51.0|338.1517|11.7308|1023.9973|1027.3330|R_Astrodon_2018|2459124.2369444445|180.0|20.9460|2.9792|32.9819|1.8601
17|2020-10-01|17:44:28|CTA102-20201001@174427-R_Astrodon_2018_calib.fits|CTA102|22 32 36.40|+11 43 51.0|338.1517|11.7308|1025.7461|1029.1137|R_Astrodon_2018|2459124.239212963|180.0|21.0134|2.7179|32.2308|1.8993
18|2020-10-01|16:44:20|ES2344+514-20201001@164415-R_Astrodon_2018_calib.fits|ES2344+514|23 47 04.00|+51 42 18.0|356.7667|51.7050|1147.0154|1098.7182|R_Astrodon_2018|2459124.1974537037|180.0|21.7404|2.4020|55.4046|1.2187
19|2020-10-01|16:47:37|ES2344+514-20201001@164736-R_Astrodon_2018_calib.fits|ES2344+514|23 47 04.00|+51 42 18.0|356.7667|51.7050|1147.1949|1099.2307|R_Astrodon_2018|2459124.199733796|180.0|21.7390|2.2495|55.0388|1.2242
20|2020-10-01|18:03:56|ES2344+514-20201001@180351-R_Astrodon_2018_calib.fits|ES2344+514|23 47 04.00|+51 42 18.0|356.7667|51.7050|1020.8160|1026.9349|R_Astrodon_2018|2459124.2527314816|180.0|21.7166|2.4499|45.0140|1.4194
21|2020-10-01|18:07:11|ES2344+514-20201001@180711-R_Astrodon_2018_calib.fits|ES2344+514|23 47 04.00|+51 42 18.0|356.7667|51.7050|1020.5775|1028.0944|R_Astrodon_2018|2459124.254988426|180.0|21.7163|2.5953|44.5413|1.4315
22|2020-10-01|20:08:20|OJ248-20201001@200816-R_Astrodon_2018_calib.fits|OJ248|08 30 52.10|+24 11 00.0|127.7171|24.1833|1025.3051|1021.3948|R_Astrodon_2018|2459124.3391203703|180.0|21.1793|2.2613|41.1484|1.5062
23|2020-10-01|20:11:36|OJ248-20201001@201135-R_Astrodon_2018_calib.fits|OJ248|08 30 52.10|+24 11 00.0|127.7171|24.1833|1025.8575|1020.2899|R_Astrodon_2018|2459124.3413888887|180.0|21.1730|2.5069|41.8825|1.4850
24|2020-10-01|20:15:09|OJ287-20201001@201508-R_Astrodon_2018_calib.fits|OJ287|08 54 48.90|+20 06 31.0|133.7037|20.1086|2219.9018|1011.2982|R_Astrodon_2018|2459124.3438541666|180.0|21.5953|2.2327|36.3769|1.6660
25|2020-10-01|20:18:41|OJ287-20201001@201841-R_Astrodon_2018_calib.fits|OJ287|08 54 48.90|+20 06 31.0|133.7037|20.1086|829.7706|1039.8699|R_Astrodon_2018|2459124.3463078705|180.0|21.6277|2.3882|37.1810|1.6377
26|2020-10-01|20:23:08|OJ49-20201001@202303-R_Astrodon_2018_calib.fits|OJ49|08 31 48.90|+04 29 39.0|127.9537|4.4942|1024.3684|1026.0250|R_Astrodon_2018|2459124.3493981482|180.0|21.1316|2.3538|38.0025|1.6097
27|2020-10-01|20:26:23|OJ49-20201001@202623-R_Astrodon_2018_calib.fits|OJ49|08 31 48.90|+04 29 39.0|127.9537|4.4942|1025.2974|1024.6823|R_Astrodon_2018|2459124.3516550926|180.0|21.1290|2.4304|38.7289|1.5845
28|2020-10-01|19:50:41|PKS0735+17-20201001@195037-R_Astrodon_2018_calib.fits|PKS0735+17|07 38 07.40|+17 42 19.0|114.5308|17.7053|1019.0786|1021.6530|R_Astrodon_2018|2459124.326863426|180.0|21.5906|2.1077|47.6632|1.3414
29|2020-10-01|19:53:57|PKS0735+17-20201001@195356-R_Astrodon_2018_calib.fits|PKS0735+17|07 38 07.40|+17 42 19.0|114.5308|17.7053|1019.3145|1021.3827|R_Astrodon_2018|2459124.3291319446|180.0|-9999.0000|-9999.0000|48.4143|1.3260
30|2020-10-01|20:03:54|PKS0735+17-20201001@200349-R_Astrodon_2018_calib.fits|PKS0735+17|07 38 07.40|+17 42 19.0|114.5308|17.7053|1025.7238|1023.0427|R_Astrodon_2018|2459124.3360416666|180.0|21.5962|2.0365|50.7022|1.2845
31|2020-10-01|20:31:20|S5_0716+71-20201001@203115-R_Astrodon_2018_calib.fits|S5_0716+71|07 21 53.40|+71 20 36.0|110.4725|71.3433|1025.4306|1020.8047|R_Astrodon_2018|2459124.3550925925|180.0|21.5994|2.3797|39.0163|1.5793
32|2020-10-01|20:34:35|S5_0716+71-20201001@203435-R_Astrodon_2018_calib.fits|S5_0716+71|07 21 53.40|+71 20 36.0|110.4725|71.3433|1027.0622|1023.3093|R_Astrodon_2018|2459124.357349537|180.0|-9999.0000|-9999.0000|39.1719|1.5740
33|2020-10-01|20:40:36|S5_0716+71-20201001@204031-R_Astrodon_2018_calib.fits|S5_0716+71|07 21 53.40|+71 20 36.0|110.4725|71.3433|1023.7649|1021.1996|R_Astrodon_2018|2459124.3615277777|180.0|21.6177|2.2977|39.4506|1.5647
34|2020-10-02|17:32:32|3C454-3-20201002@173232-R_Astrodon_2018_calib.fits|3C454-3|22 53 57.70|+16 08 54.0|343.4904|16.1483|1108.5417|975.5822|R_Astrodon_2018|2459125.230925926|180.0|20.0558|2.5814|40.4067|1.5545
35|2020-10-02|18:38:21|3C454-3-20201002@183816-R_Astrodon_2018_calib.fits|3C454-3|22 53 57.70|+16 08 54.0|343.4904|16.1483|829.0891|1064.3806|R_Astrodon_2018|2459125.2766319443|180.0|19.8337|2.9510|25.3276|2.3641
36|2020-10-02|18:05:01|3C66A-20201002@180457-R_Astrodon_2018_calib.fits|3C66A|02 22 39.60|+43 02 08.0|35.6650|43.0356|1022.4848|1021.8534|R_Astrodon_2018|2459125.2534837965|180.0|21.5829|2.3963|69.2430|1.0711
37|2020-10-02|18:08:18|3C66A-20201002@180817-R_Astrodon_2018_calib.fits|3C66A|02 22 39.60|+43 02 08.0|35.6650|43.0356|1022.9791|1021.2091|R_Astrodon_2018|2459125.255763889|180.0|21.5499|2.1726|69.0063|1.0729
38|2020-10-02|19:02:35|3C66A-20201002@190230-R_Astrodon_2018_calib.fits|3C66A|02 22 39.60|+43 02 08.0|35.6650|43.0356|966.1862|973.5028|R_Astrodon_2018|2459125.293460648|180.0|21.5230|2.1711|62.8495|1.1267
39|2020-10-02|20:39:51|3C66A-20201002@203947-R_Astrodon_2018_calib.fits|3C66A|02 22 39.60|+43 02 08.0|35.6650|43.0356|1021.8952|1024.7689|R_Astrodon_2018|2459125.3610069444|180.0|21.2117|2.1496|46.6666|1.3809
40|2020-10-02|18:28:47|4C71-07-20201002@182846-R_Astrodon_2018_calib.fits|4C71-07|08 41 24.30|+70 53 42.0|130.3512|70.8950|234.8569|1021.1008|R_Astrodon_2018|2459125.269988426|180.0|21.2968|2.6235|25.2550|2.3244
41|2020-10-02|17:56:39|AO0235+16-20201002@175634-R_Astrodon_2018_calib.fits|AO0235+16|02 38 38.90|+16 36 59.0|39.6621|16.6164|1024.0382|1021.9343|R_Astrodon_2018|2459125.247673611|180.0|21.6345|2.1483|82.8197|1.0080
42|2020-10-02|17:59:54|AO0235+16-20201002@175953-R_Astrodon_2018_calib.fits|AO0235+16|02 38 38.90|+16 36 59.0|39.6621|16.6164|1025.2846|1021.3277|R_Astrodon_2018|2459125.2499305555|180.0|21.6165|2.2711|82.5554|1.0087
43|2020-10-02|18:54:40|AO0235+16-20201002@185435-R_Astrodon_2018_calib.fits|AO0235+16|02 38 38.90|+16 36 59.0|39.6621|16.6164|1023.4019|1024.0558|R_Astrodon_2018|2459125.287962963|180.0|21.6352|2.1772|72.7868|1.0489
44|2020-10-02|18:57:55|AO0235+16-20201002@185755-R_Astrodon_2018_calib.fits|AO0235+16|02 38 38.90|+16 36 59.0|39.6621|16.6164|1024.7077|1024.6057|R_Astrodon_2018|2459125.290219907|180.0|21.6508|2.0561|72.0837|1.0532
