
python check_exposure_pixel.py 202104

 ---------------------------
 All Targets 
 ---------------------------
202104
find ./202104 |grep 'fts' 
...check exposure time and pixel size of all files...
3624
./202104/slt20210429/bias-dark/Dark-20210429@232046-005S.fts 	 2048x2048 	 1x1 	 5S 	 
./202104/slt20210429/bias-dark/Bias-20210429@203401-000S.fts 	 1024x1024 	 2x2 	 0S 	 
./202104/slt20210429/bias-dark/Dark-20210429@233630-030S.fts 	 2048x2048 	 1x1 	 30S 	 
./202104/slt20210429/bias-dark/Dark-20210429@233440-030S.fts 	 2048x2048 	 1x1 	 30S 	 
./202104/slt20210429/bias-dark/Bias-20210429@203423-000S.fts 	 1024x1024 	 2x2 	 0S 	 
./202104/slt20210429/bias-dark/Dark-20210429@203739-180S.fts 	 1024x1024 	 2x2 	 180S 	 
./202104/slt20210429/bias-dark/Dark-20210429@232449-010S.fts 	 2048x2048 	 1x1 	 10S 	 
./202104/slt20210429/bias-dark/Dark-20210429@213639-180S.fts 	 1024x1024 	 2x2 	 180S 	 
./202104/slt20210429/bias-dark/Dark-20210429@235624-060S.fts 	 2048x2048 	 1x1 	 60S 	 
./202104/slt20210429/bias-dark/Dark-20210429@232058-005S.fts 	 2048x2048 	 1x1 	 5S 	 
./202104/slt20210429/bias-dark/Dark-20210429@233133-020S.fts 	 2048x2048 	 1x1 	 20S 	 
./202104/slt20210429/bias-dark/Dark-20210429@232110-005S.fts 	 2048x2048 	 1x1 	 5S 	 
./202104/slt20210429/bias-dark/Dark-20210429@223833-300S.fts 	 1024x1024 	 2x2 	 300S 	 
./202104/slt20210429/bias-dark/Dark-20210429@221443-270S.fts 	 1024x1024 	 2x2 	 270S 	 
./202104/slt20210429/bias-dark/Dark-20210430@041155-300S.fts 	 2048x2048 	 1x1 	 300S 	 
./202104/slt20210429/bias-dark/Dark-20210430@022109-240S.fts 	 2048x2048 	 1x1 	 240S 	 
./202104/slt20210429/bias-dark/Dark-20210430@011359-180S.fts 	 2048x2048 	 1x1 	 180S 	 
./202104/slt20210429/bias-dark/Dark-20210429@215155-270S.fts 	 1024x1024 	 2x2 	 270S 	 
./202104/slt20210429/bias-dark/Dark-20210429@223329-300S.fts 	 1024x1024 	 2x2 	 300S 	 
./202104/slt20210429/bias-dark/Dark-20210429@233743-030S.fts 	 2048x2048 	 1x1 	 30S 	 
./202104/slt20210429/bias-dark/Dark-20210429@232146-005S.fts 	 2048x2048 	 1x1 	 5S 	 
