
python check_exposure_pixel.py 202105

 ---------------------------
 All Targets 
 ---------------------------
202105
find ./202105 |grep 'fts' 
...check exposure time and pixel size of all files...
3286
./202105/slt20210514/bias-dark/Dark-20210514@232130-060S.fts 	 2048x2048 	 1x1 	 60S 	 
./202105/slt20210514/bias-dark/Dark-20210515@023003-270S.fts 	 2048x2048 	 1x1 	 270S 	 
./202105/slt20210514/bias-dark/Dark-20210515@005240-180S.fts 	 2048x2048 	 1x1 	 180S 	 
./202105/slt20210514/bias-dark/Dark-20210514@225719-020S.fts 	 2048x2048 	 1x1 	 20S 	 
./202105/slt20210514/bias-dark/Dark-20210514@224712-005S.fts 	 2048x2048 	 1x1 	 5S 	 
./202105/slt20210514/bias-dark/Bias-20210514@225150-000S.fts 	 2048x2048 	 1x1 	 0S 	 
./202105/slt20210514/bias-dark/Dark-20210514@235103-120S.fts 	 2048x2048 	 1x1 	 120S 	 
./202105/slt20210514/bias-dark/Dark-20210514@231811-060S.fts 	 2048x2048 	 1x1 	 60S 	 
./202105/slt20210514/bias-dark/Dark-20210514@224639-002S.fts 	 2048x2048 	 1x1 	 2S 	 
./202105/slt20210514/bias-dark/Dark-20210514@224649-005S.fts 	 2048x2048 	 1x1 	 5S 	 
./202105/slt20210514/bias-dark/Dark-20210515@020758-240S.fts 	 2048x2048 	 1x1 	 240S 	 
./202105/slt20210514/bias-dark/Dark-20210515@000651-150S.fts 	 2048x2048 	 1x1 	 150S 	 
./202105/slt20210514/bias-dark/Dark-20210514@225045-010S.fts 	 2048x2048 	 1x1 	 10S 	 
./202105/slt20210514/bias-dark/Dark-20210515@003053-180S.fts 	 2048x2048 	 1x1 	 180S 	 
./202105/slt20210514/bias-dark/Dark-20210515@034820-300S.fts 	 2048x2048 	 1x1 	 300S 	 
./202105/slt20210514/bias-dark/Dark-20210514@232024-060S.fts 	 2048x2048 	 1x1 	 60S 	 
./202105/slt20210514/bias-dark/Dark-20210515@002231-150S.fts 	 2048x2048 	 1x1 	 150S 	 
./202105/slt20210514/bias-dark/Bias-20210514@225143-000S.fts 	 2048x2048 	 1x1 	 0S 	 
