ID|DateObs|TimeObs|Filename|Object|RA_hhmmss|DEC_ddmmss|RA_deg|DEC_deg|RA_pix|Dec_pix|FilterName|JD|ExpTime_sec|Zmag|FWHM|Altitude|Airmass
1|2017-06-05|13:08:04|Mkn501-20170605@130803-R_30508_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1020.8668|1010.0488|R_30508|2457910.0472685187|180.0|21.0364|2.5161|2862m|1.2674
2|2017-06-05|13:11:14|Mkn501-20170605@131114-R_30508_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1020.5944|1010.4120|R_30508|2457910.0494675925|180.0|21.0494|2.4890|2862m|1.2571
3|2017-06-06|18:17:34|Mkn501-20170606@181734-R_30508_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1013.1622|1013.2849|R_30508|2457911.262199074|180.0|21.0460|2.2945|2862m|1.2308
4|2017-06-06|18:20:46|Mkn501-20170606@182045-R_30508_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1013.4324|1013.2518|R_30508|2457911.2644212963|180.0|20.9689|2.2994|2862m|1.2402
5|2017-06-08|17:54:15|Mkn501-20170608@175415-R_30508_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1016.9882|1018.0452|R_30508|2457913.246006944|180.0|21.1249|2.0072|2862m|1.1900
6|2017-06-08|17:57:26|Mkn501-20170608@175726-R_30508_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1017.0755|1017.9765|R_30508|2457913.2482175925|180.0|21.1309|2.0209|2862m|1.1980
7|2017-06-10|19:38:09|Mkn501-20170610@193809-R_30508_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1016.7419|1001.7743|R_30508|2457915.3181597223|180.0|20.9209|2.0764|2862m|1.7020
8|2017-06-10|19:41:21|Mkn501-20170610@194121-R_30508_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1017.1863|1002.4627|R_30508|2457915.3203819445|180.0|20.9230|2.0962|2862m|1.7278
9|2017-06-21|17:36:25|Mkn501-20170621@173625-R_30508_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1016.6262|1015.9970|R_30508|2457926.233622685|180.0|20.9974|2.0717|2862m|1.2867
10|2017-06-21|17:39:37|Mkn501-20170621@173937-R_30508_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1016.8308|1016.5382|R_30508|2457926.2358449074|180.0|20.9108|2.1301|2862m|1.2979
11|2017-06-23|20:08:34|Mkn501-20170623@200812-R_30508_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1023.9969|1020.1621|R_30508|2457928.3392824074|180.0|20.6105|2.8819|2862m|2.8522
12|2017-06-23|20:11:46|Mkn501-20170623@201145-R_30508_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1026.2916|1019.1101|R_30508|2457928.3415046297|180.0|20.5736|2.7488|2862m|2.9331
13|2017-06-29|18:06:26|Mkn501-20170629@180626-R_30508_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1016.3134|1006.2988|R_30508|2457934.2544675926|180.0|21.1684|3.4636|2862m|1.5802
14|2017-06-29|18:09:37|Mkn501-20170629@180937-R_30508_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1016.3524|1006.9662|R_30508|2457934.256678241|180.0|21.0127|3.3901|2862m|1.6015
