ID|DateObs|TimeObs|Filename|Object|RA_hhmmss|DEC_ddmmss|RA_deg|DEC_deg|RA_pix|Dec_pix|FilterName|JD|ExpTime_sec|Zmag|FWHM|Altitude|Airmass
1|2017-04-01|16:27:59|Mkn501-20170401@162758-R_30508_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1021.5840|1007.1897|R_30508|2457845.186099537|180.0|21.1618|3.0436|2862m|1.5092
2|2017-04-01|16:31:10|Mkn501-20170401@163110-R_30508_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1021.9753|1006.7914|R_30508|2457845.188310185|180.0|21.1751|2.9643|2862m|1.4911
3|2017-04-05|15:49:26|Mkn501-20170405@154925-R_30508_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1019.6612|1008.2960|R_30508|2457849.159328704|180.0|21.0738|2.4714|2862m|1.6576
4|2017-04-05|15:52:36|Mkn501-20170405@155236-R_30508_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1020.1786|1008.8153|R_30508|2457849.1615277776|180.0|21.0777|2.3428|2862m|1.6342
5|2017-04-16|16:41:37|Mkn501-20170416@164136-R_30508_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1027.0159|1006.6943|R_30508|2457860.1955671296|180.0|20.9053|2.1485|2862m|1.2170
6|2017-04-16|16:44:48|Mkn501-20170416@164448-R_30508_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1026.7484|1007.9136|R_30508|2457860.197777778|180.0|20.8944|2.0946|2862m|1.2083
7|2017-04-17|20:41:09|Mkn501-20170417@204109-R_30508_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1017.5899|1026.7346|R_30508|2457861.3619097224|180.0|21.1857|2.4320|2862m|1.1152
8|2017-04-17|20:44:20|Mkn501-20170417@204420-R_30508_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1019.4011|1026.3426|R_30508|2457861.3641203702|180.0|21.1859|2.9545|2862m|1.1204
9|2017-04-18|16:56:01|Mkn501-20170418@165601-R_30508_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1029.0047|1004.4254|R_30508|2457862.2055671294|180.0|21.1780|2.4244|2862m|1.1631
10|2017-04-18|16:59:13|Mkn501-20170418@165913-R_30508_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1028.5502|1006.2721|R_30508|2457862.2077893517|180.0|21.1206|2.4736|2862m|1.1563
