ID|DateObs|TimeObs|Filename|Object|RA_hhmmss|DEC_ddmmss|RA_deg|DEC_deg|RA_pix|Dec_pix|FilterName|JD|ExpTime_sec|Zmag|FWHM|Altitude|Airmass
1|2017-05-02|12:53:17|Mkn501-20170502@125316-R_30508_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1013.8729|1002.7280|R_30508|2457876.037002315|180.0|20.8331|3.7636|2862m|2.4814
2|2017-05-02|12:56:27|Mkn501-20170502@125627-R_30508_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1015.3964|1003.5615|R_30508|2457876.039201389|180.0|20.8638|3.7708|2862m|2.4234
3|2017-05-04|16:47:00|Mkn501-20170504@164700-R_30508_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1026.7379|1008.0191|R_30508|2457878.199305556|180.0|21.2020|2.4007|2862m|1.0780
4|2017-05-04|16:50:11|Mkn501-20170504@165011-R_30508_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1026.7626|1010.5386|R_30508|2457878.2015162036|180.0|21.2027|2.4598|2862m|1.0746
5|2017-05-06|13:29:12|Mkn501-20170506@132912-R_30508_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1015.4300|1007.2732|R_30508|2457880.0619444447|180.0|20.9260|2.6596|2862m|1.8079
6|2017-05-06|13:32:23|Mkn501-20170506@133222-R_30508_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1016.1452|1007.0665|R_30508|2457880.0641550925|180.0|20.9085|2.7187|2862m|1.7791
7|2017-05-07|13:08:21|Mkn501-20170507@130821-R_30508_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1013.9405|1007.1415|R_30508|2457881.047465278|180.0|20.6652|3.4609|2862m|1.9793
8|2017-05-07|13:11:32|Mkn501-20170507@131132-R_30508_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1014.7991|1007.2698|R_30508|2457881.049675926|180.0|20.6614|3.3473|2862m|1.9437
9|2017-05-09|13:45:32|Mkn501-20170509@134532-R_30508_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1020.8520|1008.8182|R_30508|2457883.073287037|180.0|20.9319|3.4419|2862m|1.5895
10|2017-05-09|13:48:42|Mkn501-20170509@134842-R_30508_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1021.4391|1008.6975|R_30508|2457883.075486111|180.0|20.9566|3.3491|2862m|1.5687
11|2017-05-11|15:43:22|Mkn501-20170511@154322-R_30508_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1025.0896|1002.8204|R_30508|2457885.155115741|180.0|21.0560|2.5897|2862m|1.1286
12|2017-05-11|15:46:32|Mkn501-20170511@154632-R_30508_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1025.3323|1004.9626|R_30508|2457885.1573148146|180.0|21.1252|2.5204|2862m|1.1231
13|2017-05-20|17:34:54|Mkn501-20170520@173454-R_30508_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1014.0749|1037.4153|R_30508|2457894.2325694445|180.0|21.1499|2.0937|2862m|1.0541
14|2017-05-20|17:38:05|Mkn501-20170520@173805-R_30508_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1014.6905|1036.1415|R_30508|2457894.2347800927|180.0|21.1523|2.2593|2862m|1.0562
15|2017-05-22|14:45:50|Mkn501-20170522@144550-R_30508_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1023.3238|1002.0993|R_30508|2457896.115162037|180.0|20.9201|2.5834|2862m|1.1557
16|2017-05-22|14:49:02|Mkn501-20170522@144902-R_30508_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1023.0911|1004.3553|R_30508|2457896.117384259|180.0|21.0477|2.7081|2862m|1.1492
