ID|DateObs|TimeObs|Filename|Object|RA_hhmmss|DEC_ddmmss|RA_deg|DEC_deg|RA_pix|Dec_pix|FilterName|JD|ExpTime_sec|Zmag|FWHM|Altitude|Airmass
1|2021-01-01|19:53:48|3C273-20210101@195343-R_Astrodon_2018_calib.fits|3C273|12 29 06.70|+02 03 09.0|187.2779|2.0525|1060.5571|1026.3004|R_Astrodon_2018|2459216.329027778|180.0|21.3164|3.1381|56.7501|1.1910
2|2021-01-01|19:57:04|3C273-20210101@195703-R_Astrodon_2018_calib.fits|3C273|12 29 06.70|+02 03 09.0|187.2779|2.0525|1059.7745|1026.9751|R_Astrodon_2018|2459216.3312962963|180.0|21.3319|3.2529|57.3521|1.1832
3|2021-01-01|19:38:05|3C279-20210101@193800-R_Astrodon_2018_calib.fits|3C279|12 56 11.10|-05 47 22.0|194.0462|-5.7894|1066.4806|1056.6375|R_Astrodon_2018|2459216.3181134257|180.0|21.1279|4.3341|43.542|1.4412
4|2021-01-01|19:41:20|3C279-20210101@194119-R_Astrodon_2018_calib.fits|3C279|12 56 11.10|-05 47 22.0|194.0462|-5.7894|1066.1655|1056.3843|R_Astrodon_2018|2459216.3203703705|180.0|21.3194|3.6600|44.1562|1.4256
5|2021-01-01|12:51:33|3C454-3-20210101@125128-R_Astrodon_2018_calib.fits|3C454-3|22 53 57.70|+16 08 54.0|343.4904|16.1483|994.4398|1024.8428|R_Astrodon_2018|2459216.035798611|180.0|20.3473|4.4215|22.8233|2.6089
6|2021-01-01|12:54:49|3C454-3-20210101@125448-R_Astrodon_2018_calib.fits|3C454-3|22 53 57.70|+16 08 54.0|343.4904|16.1483|996.4436|1026.0157|R_Astrodon_2018|2459216.0380671294|180.0|20.3175|4.5812|22.0805|2.6921
7|2021-01-01|19:30:07|4C29-45-20210101@193002-R_Astrodon_2018_calib.fits|4C29-45|11 59 31.80|+29 14 44.0|179.8825|29.2456|1049.2031|998.9968|R_Astrodon_2018|2459216.3125810185|180.0|21.5015|3.4535|67.0803|1.0819
8|2021-01-01|19:33:23|4C29-45-20210101@193322-R_Astrodon_2018_calib.fits|4C29-45|11 59 31.80|+29 14 44.0|179.8825|29.2456|1049.1468|999.7761|R_Astrodon_2018|2459216.314849537|180.0|21.4328|3.6412|67.7858|1.0765
9|2021-01-01|19:05:29|4C71-07-20210101@190524-R_Astrodon_2018_calib.fits|4C71-07|08 41 24.30|+70 53 42.0|130.3512|70.8950|1136.9853|1088.2530|R_Astrodon_2018|2459216.295474537|180.0|21.6866|3.8473|41.372|1.5096
10|2021-01-01|19:08:45|4C71-07-20210101@190844-R_Astrodon_2018_calib.fits|4C71-07|08 41 24.30|+70 53 42.0|130.3512|70.8950|1137.4862|1087.0495|R_Astrodon_2018|2459216.2977430555|180.0|21.6386|4.2957|41.2657|1.5128
11|2021-01-01|20:33:57|4C71-07-20210101@203352-R_Astrodon_2018_calib.fits|4C71-07|08 41 24.30|+70 53 42.0|130.3512|70.8950|1095.8725|1067.2187|R_Astrodon_2018|2459216.356909722|180.0|21.6479|4.1593|37.1456|1.6532
12|2021-01-01|20:37:13|4C71-07-20210101@203713-R_Astrodon_2018_calib.fits|4C71-07|08 41 24.30|+70 53 42.0|130.3512|70.8950|1095.8982|1066.7753|R_Astrodon_2018|2459216.359178241|180.0|21.6914|4.0646|36.943|1.6610
13|2021-01-01|13:07:38|AO0235+16-20210101@130732-R_Astrodon_2018_calib.fits|AO0235+16|02 38 38.90|+16 36 59.0|39.6621|16.6164|946.5576|908.8037|R_Astrodon_2018|2459216.0469675926|180.0|21.7409|3.8657|70.4412|1.0638
14|2021-01-01|13:10:53|AO0235+16-20210101@131052-R_Astrodon_2018_calib.fits|AO0235+16|02 38 38.90|+16 36 59.0|39.6621|16.6164|948.0575|909.1799|R_Astrodon_2018|2459216.049224537|180.0|21.8157|3.4971|69.7245|1.0688
15|2021-01-01|10:51:38|BL-Lacertae-20210101@105133-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1122.7212|970.3685|R_Astrodon_2018|2459215.952523148|180.0|21.6289|4.0097|41.5163|1.5197
16|2021-01-01|10:54:54|BL-Lacertae-20210101@105453-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1122.7940|972.3821|R_Astrodon_2018|2459215.9547916665|180.0|21.6047|4.4043|40.9124|1.5382
17|2021-01-01|10:58:09|BL-Lacertae-20210101@105809-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1123.0823|974.0978|R_Astrodon_2018|2459215.9570486112|180.0|21.6133|4.4568|40.3111|1.5573
18|2021-01-01|11:01:24|BL-Lacertae-20210101@110123-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1123.2154|976.2616|R_Astrodon_2018|2459215.9593055556|180.0|21.5915|4.2745|39.7094|1.5771
19|2021-01-01|11:04:39|BL-Lacertae-20210101@110438-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1123.5075|978.7922|R_Astrodon_2018|2459215.9615625|180.0|21.6021|4.0107|39.1073|1.5976
20|2021-01-01|11:07:54|BL-Lacertae-20210101@110753-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1123.7596|980.4787|R_Astrodon_2018|2459215.9638194446|180.0|21.6099|4.0449|38.505|1.6188
21|2021-01-01|11:11:09|BL-Lacertae-20210101@111108-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1124.0561|982.2720|R_Astrodon_2018|2459215.966076389|180.0|21.6064|4.1327|37.9025|1.6407
22|2021-01-01|11:14:23|BL-Lacertae-20210101@111422-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1124.7931|984.1972|R_Astrodon_2018|2459215.9683217593|180.0|21.6080|3.9364|37.3029|1.6635
23|2021-01-01|11:17:44|BL-Lacertae-20210101@111744-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1125.0796|986.5760|R_Astrodon_2018|2459215.970648148|180.0|21.6230|3.4544|36.6816|1.6878
